text,확진자수_pred,확진자수_gt,완치자수_pred,완치자수_gt,사망여부_pred,사망여부_gt,집단감염_pred,집단감염_gt,백신관련_pred,백신관련_gt,방역지침_pred,방역지침_gt,경제지원_pred,경제지원_gt,마스크_pred,마스크_gt,국제기구_pred,국제기구_gt,병원관련_pred,병원관련_gt
" "" 신종 코로나바이러스 ? 감염증 ( 코로나19 ) 유행 확산을 막기 위해 사회적 거리두기 ( 수도권 4단계 , 비수도권 3단계 ) 가 ? 오늘부터 2주 동안 연장된다 . 백신 접종 완료율이 전국민의 절반을 넘겨 식당 · 카페의 운영시간과 사적 모임 제한에 대한 규제가 완화될 것이란 예상과 달리 결혼식 · 돌잔치 등의 인원 제한만 일부 완화되는 데 그쳤다 . 백신 접종률은 상당히 올랐지만 여전히 확산세는 줄어들지 않고 있다 . 오는 11월 본격적인 ' 단계적 일상회복 ' 에 들어가기 전 유행이 커지는 것을 막기 위해 속도 조절에 들어간 것으로 보인다 . 이기일 중앙재난안전대책본부 제1통제관 ( 보건복지부 보건의료정책실장 ) 은 지난 1일 정례브리핑에서 \ "" 현재 적용중인 사회적 거리두기 단계를 10월4일 0시부터 10월17일 밤 12시까지 2주간 연장한다 \ "" 고 밝혔다 . 거리두기 조정에 앞서 사적 모임 완화나 식당 · 카페 등의 운영시간도 함께 논의됐다 . 거리두기 장기화로 인한 국민의 피로감과 고강도 방역조치로 자영업자와 소상공인들의 피해가 컸으며 정부의 방역 대책에 대한 사회적 수용성도 함께 고려해야 하기 때문이다 . 백신 접종률도 지난 1일 0시 기준 50 . 1 % 를 기록해 거리두기 대폭 완화에 대한 기대가 컸다 . """,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
" "" 서울 = 뉴시스 이재준 기자 = 지난 5월 중순 이래 코로나19가 급속히 퍼졌던 대만에서 22일 신규환자가 전날보다 2명 늘어난 7명이 발병했으며 사망자는 하루 만에 1명 다시 나왔다 . 중앙통신과 중국시보 ( 中 國 時 報 ) 등에 따르면 코로나19 대책본부인 중앙유행병 지휘센터는 이날 대만 안에서 1명 발병하고 외국에서 6명이 유입했다고 발표했다 . 대만에서 새로 감염한 확진자는 신베이시에 사는 30대 여성이다 . 국외에서 들어온 환자는 남성 3명 , 여성 3명이고 연령이 5세 미만에서 50대 사이다 . 영국에서 3명 , 캄보디아와 미국 , 미얀마 1명씩이다 . 이로써 대만 코로나 감염자는 누계로 1만6159명으로 증가했다 . 대만 안에서 1만4578명 , 국외 유입 1527명 , 친선함대 36명 , 항공기 2명 , 불명 1명 , 조사 중 14명 등이다 . 코로나 환자는 5월10일 100명 미만이다가 이후 4개월 1주일 동안 폭발적으로 증대하면서 이날까지 1만6070명 가까이 늘었다 . 또한 지휘센터는 코로나19 환자 가운데 1명이 새로 숨졌다고 전했다 . 총 사망자는 841명이다 . 이중 12명은 국외 유입자다 . 지휘센터는 손 위생과 기침 예절 , 마스크 착용 등 개인 방호 조치를 충실히 이행하고 불필요한 이동과 활동 , 집회를 자제하며 인파가 몰리는 장소나 고 ( 高 ) 감염 전파 위험지역으로 가지 않는 등 능동",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
" "" ( 서울 = 뉴스1 ) 이영성 기자 = 중앙방역대책본부 4일 오후 신종 코로나바이러스 감염증 ( 코로나19 ) 특별브리핑 . """,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" "" ( 성남 = 연합뉴스 ) 최찬흥 기자 = 경기 성남시는 23일 신종 코로나바이러스 감염증 ( 코로나19 ) 확산 방지를 위해 지역 내 실내체육시설과 pc방 , 오락실 종사자들에게 다음 달 5일까지 진단검사를 받도록 행정명령을 내렸다 . 헬스장과 체육도장 등 실내체육시설은 970여곳 , pc방과 오락실은 380여곳으로 검사 대상자는 모두 4천500여명이다 . 시 관계자는 \ "" 최근 분당구 헬스장에서 종사자 , 회원 , 가족 등 확진자가 52명이 발생하는 등 집단감염이 잇따르고 10∼30대 연령의 확진 비율이 높아져 3개 다중이용시설에 대해 행정명령을 발령하게 됐다 \ "" 고 말했다 . 진단검사 행정명령을 어기면 감염병예방법에 따라 200만원 이하의 벌금이 부과된다 . "" , chan @ yna . co . kr",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" ( 춘천 = 연합뉴스 ) 양지웅 기자 = 춘천 , 원주 , 강릉 등 강원 도심을 중심으로 신종 코로나바이러스 감염증 ( 코로나19 ) 이 3일 확산하고 있다 . 강원도 보건당국에 따르면 이날 오후 5시 현재 도내 코로나19 확진자는 강릉 16명 , 춘천 8명 , 원주 5명 , 동해 2명 , 홍천과 철원 각 1명 등 6개 시군에서 총 33명이 새로 발생했다 . 강릉 확진자 중 4명은 외국인으로 기초역학 조사 중이며 다른 4명은 같은 직장 동료로부터 감염된 것으로 확인됐다 . 춘천 a대학에서는 학생 4명이 확진됐다 . 이 중 2명은 수도권 확진자와 접촉한 것으로 조사됐다 . 춘천 b은행에서는 확진자가 발생해 시설을 폐쇄하고 방역 소독을 진행했다 . 원주 1191번 확진자는 최근 n차 감염이 이어지는 노래방 관련 감염인 것으로 조사됐다 . 해당 노래방을 고리로 한 확진자는 누적 31명으로 늘어났다 . 원주 한 중학교에서는 학생 1명이 양성 판정을 받았다 . 해당 학교에서는 학생과 교직원 700여 명의 검사를 진행하고 있다 . 철원에서는 군 간부 1명이 휴가 복귀 후 검사에서 양성으로 확인됐다 . 밀접접촉자 4명은 음성으로 판정됐다 . 이날 확진자 중 14명은 밀접접촉자 , 8명은 자가격리자며 나머지 11명은 기침 , 오한 , 근육통 등 증상을 보여 스스로 선별진료소를 찾은 것으로 조사됐다 . 도내 코",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" ( 서울 = 뉴스1 ) 권영미 기자 , 강승지 기자 = 추석 연휴 마지막 날인 22일 신종 코로나바이러스 감염증 ( 코로나19 ) 확진자는 1720명으로 , 전날보다 9명 줄었지만 이틀째 1700명대를 기록했다 . 수도권 확진자가 1300명이 넘고 비중도 77 % 가 넘어 수도권 중심 코로나19 4차 유행의 기세가 여전히 등등했다 . 그러나 확산세는 잦아들지 않고 있지만 뉴욕발 백신 관련 희소식들이 전해졌다 . 글로벌 생명과학 기업 싸이티바가 내년부터 3년간 약 621억원을 투자해 한국에 고부가 세포배양백 등의 생산시설을 설립하겠다고 밝혔다 . 또 문재인 대통령을 만난 화이자 앨버트 불라 화이자 최고경영자 ( ceo ) 는 내년도 백신 조기 공급과 추가 도입 계약 요청에 진지하게 검토하겠다고 말했다 . 질병관리청 중앙방역대책본부는 22일 0시 기준 코로나19 신규 확진자가 1720명 발생했다고 밝혔다 . 전날 기록한 1729명에서 9명 줄었지만 추석 연휴임에도 여전히 1700명대다 . 78일째 네 자릿수 발생이다 . 일주일 전인 15일에 기록한 2078명에 비해서는 358명 감소했다 . 누적 확진자 수는 29만 983명이다 . 사망자는 6명 추가되어 누적 사망자는 2419명이 됐고 치명률은 0 . 83 % 를 기록했다 . 이날 신규 확진 명 중 지역발생 사례는 1703명 , 해외유입은 17명으로 집계됐다 . 1주간 일평균 국내 발생 확진자는 1826 . 6명이다",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 이데일리 박경훈 기자 코로나19 예방접종 대응 추진단은 10일 0시 기준 신규로 43만 8346명이 백신을 접종받아 총 3214만 9176명에 대한 1차 접종을 완료했다고 밝혔다 . 1차 접종률은 62 . 6 % 다 . 접종 완료자 ( 2차 접종자 ) 는 29만 902명으로 누적 1940만 6809명 , 37 . 8 % 다 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 뉴델리 ( 인도 ) = 신화 / 뉴시스 유세진 기자 = 인도의 코로나19가 이제는 전염성이 낮거나 중간 수준인 지역적 풍토병 ( endemicity ) 단계로 접어들고 있다고 수미야 스와미나탄 세계보건기구 ( who ) 수석과학자 ( 사진 ) 가 24일 말했다 . 스와미나탄은 인도 현지 뉴스 포털 ' 더 와이어 ' 와의 인터뷰에서 이같이 밝혔다 . 그는 \ "" 인도에서 코로나19가 전염력이 낮거나 중간 수준의 지역 풍토병 단계로 접어들고 있는 것으로 보이며 몇 달 전과 같은 기하급수적 확산과 정점을 찾아볼 수 없다 \ "" 고 말했다 . 풍토병 단계에서 사람들은 바이러스와 함께 사는 법을 배운다 . 바이러스가 사람들을 압도하는 유행병 ( epidemic ) 단계와는 매우 다르다 . 그녀는 \ "" 이 같은 일은 인도의 많은 인구와 지역별로 서로 다른 면역력 상태의 이질성 때문에 일어나고 있는 것으로 보인다 . 인구가 많은 지역에 따라 기복이 있을 수 있겠지만 상황은 이런 식으로 계속될 가능성이 매우 높다 \ "" 고 말했다 . 인도는 지난 4 ~ 5월 무서울 정도의 코로나19 제2차 파동을 겪었었다 . 스와미나단은 \ "" 2022년 말까지 국민의 70 % 가 백신 접종을 받으면 인도가 정상으로 돌아갈 수 있을 것 \ "" 이라고 희망했다 . 그녀는 어린이들 사이에 제3차 유행이 일어 많은 어린이들이 감염될 가능성은 있지만 심각한 병에 걸릴 가능성은 매우 낮다면서 더 많은 어린이들의 감염에 대비하는 것이 바람직하지만 공황 상태에 빠질 필요는 없다고 강조했다 . """,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
" "" 서울 = 뉴시스 정병혁 기자 = 8일 오전 서울 서대문구 북아현문화체육센터에 마련된 예방접종센터를 찾은 시민들이 백신 접종을 받고 있다 . 코로나19 백신 도착과 함께 접종에 속도가 붙으면서 7일 1차 접종자 수가 전체 인구 대비 61 % 를 넘어섰다 . 19일까지 정부가 중간 목표로 제시한 70 % 도 넘어설 것으로 예상된다 . 2021 . 09 . 08 . jhope @ newsis . com 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 . 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 ( n - photo @ newsis . com ) 로 보내주시면 적극 반영하겠습니다 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 코로나19와 관련 먹는 치료제 희소식이 전해진 가운데 미국 전염병 권위자인 앤서니 파우치 박사가 이 약이 승인되더라도 백신은 필요하다는 견해를 밝혔다 . 3일 ( 현지시간 ) 파우치 미국 국립알레르기 · 전염병연구소 ( niaid ) 소장은 이날 abc방송에 출연해 ' 치료제가 승인되면 백신이 불필요한가 ' 라는 질문에 \ "" 분명히 아니다 \ "" 며 \ "" ' 이제 여러분은 약을 갖고 있다 ' 고 말하는 것은 너무나 잘못된 얘기 \ "" 라고 말했다 . 앞서 미 제약사 머크앤컴퍼니 ( msd ) 는 지난 1일 경구용 항바이러스 치료제 ' 몰누피라비르 ' 가 경증 또는 중간 증세의 감염 5일 이내 코로나19 환자 775명을 상대로 한 3차 임상시험에서 입원 가능성을 50 % 가량 낮췄다며 코로나 치료에 효과적이라고 발표했다 . msd는 이 약 복용자 중 7 . 3 % 만이 29일 이내에 코로나로 병원에 입원했지만 , 위약 복용자 중 14 . 1 % 가 입원하거나 사망했다고 밝혔다 . 또 약 복용자 누구도 사망하지 않았지만 , 위약 복용자는 8명이 사망했다고 설명했다 . 이에 따라 msd는 이 약에 대한 긴급 승인을 미 당국에 신청하겠다고 했다 . 파우치 소장은 \ "" 잊지 말라 . 병원에 가지 않고 죽지 않는 가장 쉬운 방법은 감염되지 않는 것 \ "" 이라며 \ "" ' 우리가 약을 가지고 있으니 백신을 안",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" 국동이 신종 코로나바이러스 감염증 ( 코로나19 ) 치료제로 개발 중인 물질의 치료 효과를 확인했다고 밝히면서 강세를 보였다 . 코로나19 치료제에 대한 기대감이 주가에 긍정적인 영향을 미친 것으로 풀이된다 . 28일 국동은 전일 대비 21 . 17 % ( 560원 ) 오른 3205원에 거래를 마쳤다 . 이날 국동은 코로나19 치료 후보물질 [UNK] ct101 [UNK] 의 효력시험을 진행한 결과 이 후보물질이 감염으로 인한 장기의 손상을 억제하는 데 효과가 있다는 것을 확인했다고 밝혔다 . 효력시험은 국동이 ct101의 임상 2상을 신청할 당시 식품의약품안전처가 [UNK] 생체 내 효력시험 자료제출 [UNK] 을 보완사항으로 요구해 진행됐다 . 국동은 동물모델을 이용해 후보물질의 치료 효과를 입증했다 . 햄스터에게 코로나19 바이러스를 감염시킨 뒤 ct101을 처치해 코로나19에 감염된 폐의 염증 수치를 비교하는 식이다 . 시험 결과 이 후보물질을 처치한 햄스터가 처치하지 않은 햄스터보다 폐 손상이 약 50 % 억제된 것으로 확인됐다 . 국동은 이번 결과를 바탕으로 임상시험계획서를 작성했고 , 식약처에 코로나19 임상 2상 보완에 대한 답변서도 제출했다 . 국동 관계자는 [UNK] ct101은 이미 관절염 치료제 등 항염증제로서 노인과 소아 대상 경험도 있는 안전성이 확립된 물질 [UNK] 이라며 [UNK] 치료제를 성공적으로 ᄀ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 사의를 표명해 곧 물러나는 스가 요시히데 일본 총리가 신종 코로나바이러스 감염증 ( 코로나19 ) 에 대응하기 위해 차기 자민당 총재 선거에 불출마했다고 밝혔다 . 총재 선거와 코로나19 대응은 둘 다 막대한 에너지가 필요해 병행하기 어렵다고 덧붙였다 . 마이니치신문 등 현지 언론에 따르면 스가 총리는 이날 코로나19 대책본부 회의 후 기자회견을 열고 퇴임과 관련된 소회를 밝혔다 . 스가 총리는 ? \ "" 코로나19 대응과 선거 활동은 ( 둘 다 ) 막대한 에너지가 필요해 양립할 수 없다 \ "" 면서 \ "" 감염 확대 방지에 최선을 다하고 싶다 \ "" 고 말했다 . 이어 \ "" 의료 체제를 좀처럼 확보하지 못한 것이 큰 반성점 \ "" 이라면서도 \ "" 백신 접종 가속화 등 대처는 실수가 아니었다고 믿는다 \ "" 고 전했다 . 여기에 \ "" 모든 것을 해내기에 1년은 너무 짧은 시간이었다 \ "" 면서 \ "" 국민이 안심과 희망을 가질 수 있는 미래를 위해 가닥을 잡은 것이 아니겠나 \ "" 라고 덧붙였다 . 스가 총리는 고노 다로 행정개혁 담당상이 백신 접종을 진두지휘하는 도중 자민당 총재 선거 의사를 밝힌 것에 대해 \ "" ( 이전 총재 선거에서 ) 나 자신도 관방장관을 할 때 출마를 표현했다 \ "" 며 고노 담당상을 두둔했다 . 하지만 그는 자신의 퇴진과 관련해 2분 정도만 발언한 뒤 \ "" 다음 주에나 다시 기자회견을",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
" "" 엘알토 = ap / 뉴시스 16일 ( 현지시간 ) 볼리비아 엘 알토에서 완전 방호복을 갖춘 의료 종사자들이 코로나19 백신 방문 접종 발대식을 마친 후 접종소로 돌아가고 있다 . 이들은 17일부터 주민들의 가정을 방문해 백신을 접종한다 . 2021 . 09 . 17 . 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다 . 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부 ( n - photo @ newsis . com ) 로 보내주시면 적극 반영하겠습니다 . """,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
" "" ( 서울 = 뉴스1 ) 조태형 기자 = 10일 오전 서울 중구 서울역 광장 임시선별검사소에서 시민들이 신종 코로나바이러스 감염증 ( 코로나19 ) 검사를 받고 있다 . 2021 . 9 . 10 / 뉴스1 """,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 코로나 상생 국민지원금 신청 절차가 오늘부터 시작되는 가운데 스타벅스와 백화점 , 대형마트 등에서는 사용할 수 없는 것으로 나타났다 . 6일 행정안전부에 따르면 이날 오전 9시부터 카드사 홈페이지 · 앱 · 콜센터 · ars , 건강보험공단 홈페이지 · 앱 등에서 국민지원금 지급 대상 여부를 조회할 수 있다 . 신청인은 신용카드나 체크카드 충전 , 선불카드 , 지역사랑상품권 등 지급 수단을 고를 수 있다 . 신용 · 체크카드 충전을 원할 경우 카드사 홈페이지나 앱을 통해 온라인으로 신청할 수 있으며 , 13일부터는 카드와 연계된 은행에서 오프라인 신청도 가능하다 . 신청 마감일은 10월 29일이다 . 5부제 운영에 따라 첫 주에는 출생연도 끝자리에 따라 특정 요일에만 가능하다 . 신청 첫날인 이날에는 지급대상에 해당하는 국민 가운데 출생연도 끝자리가 1 또는 6인 경우 신청할 수 있다 . 2 · 7이면 7일 , 3 · 8은 8일 , 4 · 9는 9일 , 5 · 0은 10일이다 . 주말에는 출생연도와 관계없이 누구나 가능하다 . 국민지원금은 주소지 내 지역사랑상품권 가맹 점포에서 사용할 수 있다 . 지난해 긴급재난지원금의 경우 일부 글로벌 대기업이나 명품 매장에서도 본사 주소지에 따라 사용이 가능했지만 이번 국민지원금은 다르다 . 특별시나 광역시에 주소지를 둔 국민은 해당 특별시 · 광역시에 있는 지역상품권 가맹점에서 , 도",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
" "" 국내 신종 코로나바이러스 감염증 ( 코로나19 ) 이 수도권을 중심으로 다시 확산하는 가운데 22일 신규 확진자 수는 1천700명대 초반을 기록했다 . 중앙방역대책본부 ( 방대본 ) 는 이날 0시 기준 신규 확진자가 1720명이라고 밝혔다 . 누적 확진자 수는 29만983명이다 . 전날 ( 1729명 ) 보다 9명 줄었으나 이틀 연속 1700명대를 기록했다 . 매주 수요일을 기점으로 확진자 수가 전일 대비 400∼600명씩 급증하면서 2000명을 넘는 최근의 주간 패턴과 달리 확진자 규모는 다소 줄었다 . 다만 이는 추석 연휴 검사 건수가 줄어든 영향이 반영된 결과여서 확산세가 꺾였다고 보기는 어렵다는 분석이다 . 특히 대규모 인구 이동의 여파가 본격화하는 추석 연휴 이후부터 점진적으로 전국적 재확산이 우려되는 상황이다 . 보건당국은 수도권을 중심으로 지속되는 확산세가 지방으로 확대될 가능성을 예의주시하고 있다 . 이날 신규 확진자의 감염경로는 지역 발생이 1703명 , 해외유입이 17명이다 . 지역별로는 서울 644명 , 경기 529명 , 인천 148명 등 수도권에서 또다시 1000명 넘는 확진자가 나왔다 . 충남 62명 , 대구 41명 등이다 . 사망자는 전날보다 6명 늘어 누적 2419명을 기록했다 . 지난 7월 초 시작된 4차 대유행은 두 달 보름 넘게 이어지며 진정될 기미를 보이지 않고 있다 . 하루 확진자는 지난 7월 7일 ( 1211명",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" 롯데 · 신세계 · 현대 · 갤러리아백화점 등이 다음 달 1일부터 17일까지 가을 정기세일에 돌입한다 . 28일 백화점업계에 따르면 최근 코로나19 백신 1차 접종률이 70 % 를 넘은 만큼 소비심리를 회복을 기대하며 다양한 할인 행사를 준비했다 . 백신 접종자를 대상으로 식음료를 할인해 주는 곳도 있다 . 롯데백화점은 다음 달 1 ~ 17일 매일 오전 10시부터 백화점 모바일앱에서 선착순 1만명에게 10만원 이상 구매시 롯데모바일상품권 1만원을 제공하는 [UNK] 10 % 사은행사 쿠폰 [UNK] 을 발급하는 이벤트를 진행한다 . 11 ~ 17일엔 코로나19 백신 접종 고객에 한해 식당가 및 식품관 매장 이용시 10 % 할인 쿠폰을 선착순 5만명에게 증정하는 행사도 기획했다 . 신세계백화점은 해외여행에 대한 갈증이 커진 고객을 겨냥해 백화점에서 이탈리아 현지 느낌을 느낄 수 있도록 다양한 즐길 거리를 마련했다 . 강남점은 이탈리아 무역공사 ( ita ) 와 손잡고 이탈리아를 대표하는 미식 · 패션 등 총 40여개 브랜드와 상품을 한자리에 모았다 . 현대백화점은 mz ( 밀레니얼 · z ) 세대의 구매 비중이 높은 뷰티 · 패션 상품을 사면 구매 금액대별로 7 ~ 10 % 에 해당하는 상품권을 증정한다 . 기존 사은 상품권 증정률 ( 5 % ) 보다 혜택이 크다 . 갤러리아백화점은 온라인몰에서 최대 70 % 할인 혜택을",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
