keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
boot,23,829,214.6282782,539,829,5029.767041,96,829,895.8397699,0.534883721,0.732824427,1.267708148,,,,
exaggerate,43,826,401.4174412,593,826,5535.826573,71,826,662.8055425,1,0.541984733,1.541984733,,,,
abduct,41,826,382.7468626,534,826,4985.044503,90,826,840.1760398,0.953488372,0.687022901,1.640511273,,,,
layer,53,822,495.0275939,538,822,5024.997086,116,822,1083.456621,1.23255814,0.885496183,2.118054323,,,,
structure,36,821,336.2889766,582,821,5436.671788,77,821,719.2847555,0.837209302,0.58778626,1.424995562,,,,
unvaccinate,67,820,625.9528012,571,820,5334.612679,139,820,1298.618498,1.558139535,1.061068702,2.619208237,,,,
puzzle,37,820,345.6754276,551,820,5147.761097,89,820,831.489542,0.860465116,0.679389313,1.539854429,,,,
zoom,35,819,327.0329745,554,819,5176.464797,112,819,1046.505519,0.813953488,0.854961832,1.66891532,,,,
personalize,33,818,308.3856901,583,818,5448.147192,97,818,906.4670286,0.76744186,0.740458015,1.507899876,,,,
fabricate,40,815,373.9477926,551,815,5151.130844,78,815,729.1981956,0.930232558,0.595419847,1.525652405,,,,
twitch,35,814,327.247286,536,814,5011.558437,125,814,1168.740307,0.813953488,0.954198473,1.768151962,,,,
screw,26,814,243.0979839,529,814,4946.108979,91,814,850.8429435,0.604651163,0.694656489,1.299307651,,,,
mail,30,812,280.5714681,562,812,5256.038835,108,812,1010.057285,0.697674419,0.824427481,1.5221019,,,,
refrigerate,18,810,168.3872667,557,810,5210.650418,105,810,982.2590555,0.418604651,0.801526718,1.220131369,,,,
heartbreake,37,809,346.1750847,553,809,5173.914104,88,809,823.3353366,0.860465116,0.671755725,1.532220841,,,,
handcuff,22,808,205.8610427,578,808,5408.531031,110,808,1029.305213,0.511627907,0.839694656,1.351322563,,,,
vet,30,807,280.7567522,536,807,5016.187306,124,807,1160.461242,0.697674419,0.946564885,1.644239304,,,,
upend,34,806,318.2331397,586,806,5484.84176,102,806,954.699419,0.790697674,0.778625954,1.569323629,,,,
dwell,31,806,290.153745,568,806,5316.365392,72,806,673.9054722,0.720930233,0.549618321,1.270548553,,,,
wire,24,806,224.6351574,529,806,4951.333261,91,806,851.7416385,0.558139535,0.694656489,1.252796023,,,,
accredit,40,804,374.4912994,565,804,5289.689604,76,804,711.5334688,0.930232558,0.580152672,1.51038523,,,,
bundle,43,803,402.6316581,521,803,4878.397532,111,803,1039.35149,1,0.847328244,1.847328244,,,,
inaugurate,22,803,205.9975925,562,803,5262.302136,71,803,664.8104122,0.511627907,0.541984733,1.05361264,,,,
finding,48,802,449.5091007,623,802,5834.253537,68,802,636.8045594,1.11627907,0.519083969,1.635363039,,,,
energize,37,802,346.4965985,569,802,5328.555798,84,802,786.6409263,0.860465116,0.641221374,1.50168649,,,,
sever,37,801,346.542758,564,801,5282.435554,74,801,693.085516,0.860465116,0.564885496,1.425350612,,,,
mash,27,801,252.8825531,570,801,5338.631677,82,801,768.0136799,0.627906977,0.625954198,1.253861175,,,,
rashe,48,799,449.6889731,577,799,5405.636198,72,799,674.5334597,1.11627907,0.549618321,1.66589739,,,,
constrict,39,799,365.3722907,545,799,5105.843549,100,799,936.8520274,0.906976744,0.763358779,1.670335523,,,,
lubricate,34,798,318.5722655,585,798,5481.316921,74,798,693.3631661,0.790697674,0.564885496,1.355583171,,,,
weight,29,798,271.7234029,554,798,5190.853973,99,798,927.607479,0.674418605,0.755725191,1.430143795,,,,
syndicate,24,797,224.9046319,576,797,5397.711164,128,797,1199.49137,0.558139535,0.977099237,1.535238772,,,,
ascend,36,796,337.4021417,526,796,4929.820181,112,796,1049.695552,0.837209302,0.854961832,1.692171134,,,,
moisturize,25,796,234.3070428,615,796,5763.953254,79,796,740.4102553,0.581395349,0.603053435,1.184448784,,,,
innovate,29,795,271.8326216,563,795,5277.302275,86,795,806.1243263,0.674418605,0.65648855,1.330907154,,,,
border,39,790,365.8140452,521,790,4886.90045,79,790,741.0079377,0.906976744,0.603053435,1.510030179,,,,
stoke,35,789,328.3389841,520,789,4878.179192,97,789,909.9680415,0.813953488,0.740458015,1.554411504,,,,
pride,18,789,168.8600489,592,789,5553.619388,82,789,769.2513341,0.418604651,0.625954198,1.04455885,,,,
televise,24,788,225.1771669,548,788,5141.545311,108,788,1013.297251,0.558139535,0.824427481,1.382567016,,,,
apprehend,48,786,450.4763058,494,786,4636.151981,86,786,807.1033813,1.11627907,0.65648855,1.772767619,,,,
patrol,28,786,262.7778451,559,786,5246.171978,85,786,797.7184582,0.651162791,0.648854962,1.300017753,,,,
gutte,24,785,225.2687041,542,785,5087.318235,103,785,966.7781886,0.558139535,0.786259542,1.344399077,,,,
reimagine,23,785,215.8825081,575,785,5397.062703,79,785,741.5094845,0.534883721,0.603053435,1.137937156,,,,
clip,25,784,234.6867649,552,784,5181.883769,79,784,741.6101771,0.581395349,0.603053435,1.184448784,,,,
resuscitate,37,783,347.3836321,517,783,4853.982103,84,783,788.6547324,0.860465116,0.641221374,1.50168649,,,,
parent,32,783,300.4398981,536,783,5032.368292,69,783,647.8235302,0.744186047,0.526717557,1.270903604,,,,
sow,25,783,234.7186704,543,783,5098.08952,92,783,863.7647069,0.581395349,0.702290076,1.283685425,,,,
pan,35,782,328.6508632,544,782,5108.173416,90,782,845.1022196,0.813953488,0.687022901,1.500976389,,,,
pain,31,782,291.0907645,565,782,5305.363934,111,782,1042.292738,0.720930233,0.847328244,1.568258477,,,,
wade,14,782,131.4603453,511,782,4798.302603,109,782,1023.512688,0.325581395,0.832061069,1.157642464,,,,
intrigue,47,781,441.3912949,497,781,4667.478161,94,781,882.7825898,1.093023256,0.717557252,1.810580508,,,,
ail,32,781,300.5217327,492,781,4620.52164,85,781,798.2608525,0.744186047,0.648854962,1.393041008,,,,
underpin,31,781,291.1304285,529,781,4967.999894,87,781,817.0434607,0.720930233,0.664122137,1.38505237,,,,
purge,24,781,225.3912995,567,781,5324.869451,92,781,863.9999815,0.558139535,0.702290076,1.260429611,,,,
bud,38,780,356.9182403,549,780,5156.529313,85,780,798.3697479,0.88372093,0.648854962,1.532575892,,,,
brighten,32,778,300.6448785,534,778,5017.011409,102,778,958.3055501,0.744186047,0.778625954,1.522812001,,,,
thwart,29,778,272.4594211,537,778,5045.196867,95,778,892.5394829,0.674418605,0.72519084,1.399609444,,,,
traffic,34,777,319.4789096,490,777,4604.254874,94,777,883.2652207,0.790697674,0.717557252,1.508254926,,,,
insure,26,777,244.3074015,475,777,4463.308296,129,777,1212.140569,0.604651163,0.984732824,1.589383987,,,,
populate,22,777,206.7216474,545,777,5121.058993,70,777,657.7506963,0.511627907,0.534351145,1.045979052,,,,
disconnect,40,775,375.960625,527,775,4953.281235,95,775,892.9064845,0.930232558,0.72519084,1.655423398,,,,
stratify,39,775,366.5616094,587,775,5517.222172,86,775,808.3153438,0.906976744,0.65648855,1.563465294,,,,
slay,34,775,319.5665313,512,775,4812.296,85,775,798.9163282,0.790697674,0.648854962,1.439552636,,,,
confound,29,775,272.5714532,536,775,5037.872376,88,775,827.1133751,0.674418605,0.671755725,1.34617433,,,,
cruise,41,774,385.4125737,524,774,4925.760698,95,774,893.0291341,0.953488372,0.72519084,1.678679212,,,,
sway,33,772,310.2954949,510,772,4795.47583,83,772,780.4401841,0.76744186,0.633587786,1.401029647,,,,
detoxify,42,771,394.9759739,500,771,4702.094927,91,771,855.7812767,0.976744186,0.694656489,1.671400675,,,,
rear,24,771,225.7005565,506,771,4758.520066,97,771,912.2064159,0.558139535,0.740458015,1.29859755,,,,
encapsulate,40,770,376.2195042,484,770,4552.256001,109,770,1025.198149,0.930232558,0.832061069,1.762293627,,,,
allude,38,770,357.408529,517,770,4862.637092,91,770,855.8993722,0.88372093,0.694656489,1.578377419,,,,
emulate,34,770,319.7865786,514,770,4834.42063,87,770,818.2774217,0.790697674,0.664122137,1.454819812,,,,
hurl,38,769,357.4579077,496,769,4665.766374,94,769,884.2379822,0.88372093,0.717557252,1.601278182,,,,
poll,26,768,244.6102925,519,768,4882.797762,81,768,762.0551421,0.604651163,0.618320611,1.222971773,,,,
slump,46,765,432.9520806,474,765,4461.288831,105,765,988.2601841,1.069767442,0.801526718,1.871294159,,,,
disclosure,32,765,301.1840561,575,765,5411.901008,63,765,592.9561104,0.744186047,0.480916031,1.225102077,,,,
distort,26,765,244.7120456,519,765,4884.82891,97,765,912.96417,0.604651163,0.740458015,1.345109178,,,,
patch,12,765,112.944021,547,765,5148.364959,68,765,640.0161192,0.279069767,0.519083969,0.798153737,,,,
thrust,31,764,291.8126004,511,764,4810.201252,86,764,809.5446334,0.720930233,0.65648855,1.377418782,,,,
focusse,27,763,254.1947222,541,763,5093.309064,78,763,734.3403087,0.627906977,0.595419847,1.223326824,,,,
stitch,23,761,216.5966074,506,761,4765.125364,73,761,687.4587975,0.534883721,0.557251908,1.092135629,,,,
wrench,27,760,254.3010827,526,760,4954.161834,72,760,678.1362206,0.627906977,0.549618321,1.177525297,,,,
maximise,37,759,348.5353812,499,759,4700.517709,80,759,753.5900135,0.860465116,0.610687023,1.471152139,,,,
sob,25,759,235.4968792,491,759,4625.158708,92,759,866.6285155,0.581395349,0.702290076,1.283685425,,,,
colour,24,758,226.1086429,507,758,4776.545081,81,758,763.1166697,0.558139535,0.618320611,1.176460146,,,,
relive,33,757,310.9429448,509,757,4796.059361,103,757,970.5188883,0.76744186,0.786259542,1.553701402,,,,
flower,26,756,245.0197165,537,756,5060.599529,74,756,697.3638084,0.604651163,0.564885496,1.169536659,,,,
scorch,18,756,169.6290345,526,756,4956.937341,103,756,970.6550307,0.418604651,0.786259542,1.204864193,,,,
unearth,52,754,490.1771703,488,754,4600.124213,89,754,838.9570799,1.209302326,0.679389313,1.888691639,,,,
stagger,36,754,339.3534256,546,754,5146.860288,99,754,933.2219203,0.837209302,0.755725191,1.592934493,,,,
redefine,26,751,245.1922314,517,751,4875.553217,84,751,792.1595169,0.604651163,0.641221374,1.245872537,,,,
disguise,21,751,198.0398792,505,751,4762.387572,86,751,811.0204578,0.488372093,0.65648855,1.144860643,,,,
troll,27,750,254.658675,498,750,4697.037783,98,750,924.3166722,0.627906977,0.748091603,1.37599858,,,,
heed,30,749,282.9941068,466,749,4395.841793,117,749,1103.677017,0.697674419,0.893129771,1.59080419,,,,
wanna,39,748,367.9444389,513,748,4839.884543,60,748,566.0683675,0.906976744,0.458015267,1.364992011,,,,
cash,33,748,311.3376022,459,748,4330.423012,81,748,764.1922962,0.76744186,0.618320611,1.385762471,,,,
profile,24,745,226.5237896,530,745,5002.400353,72,745,679.5713687,0.558139535,0.549618321,1.107757855,,,,
compute,26,744,245.435692,529,744,4993.672349,76,744,717.4274074,0.604651163,0.580152672,1.184803835,,,,
overhear,44,742,415.471139,502,742,4740.147995,76,742,717.6319674,1.023255814,0.580152672,1.603408486,,,,
rumor,21,742,198.2930436,499,742,4711.820417,95,742,897.0399592,0.488372093,0.72519084,1.213562933,,,,
nap,21,742,198.2930436,521,742,4919.555987,84,742,793.1721744,0.488372093,0.641221374,1.129593467,,,,
neighbor,41,740,387.2542139,511,740,4826.509837,89,740,840.6250009,0.953488372,0.679389313,1.632877685,,,,
preppe,28,739,264.5041529,510,739,4817.754213,83,739,784.0658817,0.651162791,0.633587786,1.284750577,,,,
fatigue,32,735,302.4641242,495,735,4678.741922,104,735,983.0084038,0.744186047,0.79389313,1.538079176,,,,
obscure,28,735,264.6561087,464,735,4385.729801,104,735,983.0084038,0.651162791,0.79389313,1.44505592,,,,
lease,23,735,217.3960893,483,735,4565.317875,102,735,964.104396,0.534883721,0.778625954,1.313509675,,,,
shutter,15,735,141.7800582,505,735,4773.261961,126,735,1190.952489,0.348837209,0.961832061,1.31066927,,,,
pollute,39,734,368.6812446,485,734,4584.882144,59,734,557.7485495,0.906976744,0.450381679,1.357358424,,,,
horrify,27,734,255.2408616,482,734,4556.522049,76,734,718.4557587,0.627906977,0.580152672,1.208059648,,,,
repay,46,733,434.9175094,479,733,4528.814935,86,733,813.1066481,1.069767442,0.65648855,1.726255991,,,,
prop,27,733,255.2776686,485,733,4585.543306,107,733,1011.655946,0.627906977,0.816793893,1.44470087,,,,
vacate,19,733,179.6398409,510,733,4821.911518,79,733,746.9235488,0.441860465,0.603053435,1.0449139,,,,
cuddle,39,732,368.7876483,495,732,4680.766306,83,732,784.8557644,0.906976744,0.633587786,1.54056453,,,,
reshape,26,732,245.8584322,483,732,4567.293183,88,732,832.1362321,0.604651163,0.671755725,1.276406888,,,,
redeem,24,732,226.9462451,507,732,4794.239428,102,732,964.5215418,0.558139535,0.778625954,1.336765489,,,,
reinvent,22,731,208.0641309,497,731,4700.357866,93,731,879.543826,0.511627907,0.709923664,1.221551571,,,,
excrete,18,731,170.2342889,487,731,4605.783261,95,731,898.458747,0.418604651,0.72519084,1.143795491,,,,
smuggle,18,730,170.2589276,481,730,4549.6969,91,730,860.7534675,0.418604651,0.694656489,1.11326114,,,,
constrain,30,729,283.8060003,523,729,4947.684604,79,729,747.3558007,0.697674419,0.603053435,1.300727854,,,,
kid,26,729,245.9652002,483,729,4569.276604,97,729,917.6394008,0.604651163,0.740458015,1.345109178,,,,
redirect,23,728,217.6161695,523,728,4948.402462,81,728,766.3873794,0.534883721,0.618320611,1.153204332,,,,
simmer,31,727,293.3513585,463,727,4381.344484,113,727,1069.313017,0.720930233,0.86259542,1.583525652,,,,
clap,26,727,246.0366233,509,727,4816.640048,84,727,794.8875521,0.604651163,0.641221374,1.245872537,,,,
wow,22,727,208.1848351,472,727,4466.511007,90,727,851.6652344,0.511627907,0.687022901,1.198650808,,,,
oust,31,725,293.4367514,494,725,4676.056619,77,725,728.8590277,0.720930233,0.58778626,1.308716492,,,,
grate,43,724,407.084518,477,724,4515.798025,81,724,766.8336269,1,0.618320611,1.618320611,,,,
helm,34,724,321.8807817,497,724,4705.139661,96,724,908.8398541,0.790697674,0.732824427,1.523522102,,,,
hadn,25,723,236.7115969,485,723,4592.20498,82,723,776.4140379,0.581395349,0.625954198,1.207349547,,,,
skate,70,722,662.8893497,496,722,4697.044535,55,722,520.8416319,1.627906977,0.419847328,2.047754305,,,,
attest,23,722,217.8065006,523,722,4952.730427,78,722,738.6481326,0.534883721,0.595419847,1.130303568,,,,
topple,37,721,350.4356487,439,721,4157.871616,114,721,1079.720647,0.860465116,0.870229008,1.730694124,,,,
submerge,16,721,151.53974,505,721,4782.973043,96,721,909.2384398,0.372093023,0.732824427,1.104917451,,,,
outperform,28,720,265.2334039,508,720,4812.091756,73,720,691.5013744,0.651162791,0.557251908,1.208414699,,,,
single,27,720,255.7607823,483,720,4575.276217,68,720,644.1382665,0.627906977,0.519083969,1.146990946,,,,
reactivate,26,720,246.2881607,541,720,5124.688268,75,720,710.4466175,0.604651163,0.572519084,1.177170247,,,,
seep,25,720,236.8155392,465,720,4404.769029,107,720,1013.570508,0.581395349,0.816793893,1.398189242,,,,
morph,27,719,255.7983055,476,719,4509.629386,92,719,871.6090409,0.627906977,0.702290076,1.330197053,,,,
darken,26,719,246.3242942,498,719,4718.057634,85,719,805.2909617,0.604651163,0.648854962,1.253506125,,,,
conjure,45,718,426.3931348,459,718,4349.209975,86,718,814.8846577,1.046511628,0.65648855,1.703000178,,,,
lengthen,18,717,170.5823391,517,717,4899.503851,89,717,843.434899,0.418604651,0.679389313,1.097993964,,,,
reconstruct,17,716,161.1292671,494,716,4682.226939,69,716,653.9952607,0.395348837,0.526717557,0.922066394,,,,
reaffirm,42,714,398.2015454,521,714,4939.59536,57,714,540.416383,0.976744186,0.435114504,1.41185869,,,,
sible,24,714,227.5437402,475,714,4503.469858,96,714,910.1749608,0.558139535,0.732824427,1.290963962,,,,
conform,41,713,388.778015,490,713,4646.371399,70,713,663.7673427,0.953488372,0.534351145,1.487839517,,,,
perish,25,713,237.0597653,492,713,4665.33618,85,713,806.0032019,0.581395349,0.648854962,1.230250311,,,,
orchestrate,26,712,246.5786443,444,712,4210.804542,75,712,711.2845509,0.604651163,0.572519084,1.177170247,,,,
game,21,712,199.1596743,496,712,4703.96183,73,712,692.3169629,0.488372093,0.557251908,1.045624001,,,,
abstain,23,711,218.1595859,465,711,4410.617715,69,711,654.4787577,0.534883721,0.526717557,1.061601278,,,,
contraindicate,37,708,351.1088139,482,708,4573.904008,71,708,673.7493456,0.860465116,0.541984733,1.402449849,,,,
latch,28,707,265.7435403,497,707,4716.94784,79,707,749.7764172,0.651162791,0.603053435,1.254216226,,,,
infest,13,707,123.3809294,463,707,4394.259255,78,707,740.2855765,0.302325581,0.595419847,0.897745429,,,,
strap,12,705,113.9240805,456,705,4329.115058,92,705,873.4179503,0.279069767,0.702290076,0.981359844,,,,
gaze,36,704,341.8233377,465,704,4415.218112,71,704,674.1515826,0.837209302,0.541984733,1.379194035,,,,
oblige,24,704,227.8822251,512,704,4861.487469,67,704,636.1712118,0.558139535,0.511450382,1.069589917,,,,
farm,36,703,341.8745065,488,703,4634.298866,53,703,503.3152457,0.837209302,0.404580153,1.241789455,,,,
square,25,702,237.4484363,502,702,4767.964601,87,702,826.3205583,0.581395349,0.664122137,1.245517486,,,,
flirt,28,701,265.9821601,454,701,4312.710739,74,701,702.9528518,0.651162791,0.564885496,1.216048287,,,,
squash,28,701,265.9821601,488,701,4635.689076,70,701,664.9554003,0.651162791,0.534351145,1.185513936,,,,
intercept,34,699,323.075473,463,699,4399.527764,64,699,608.1420667,0.790697674,0.488549618,1.279247293,,,,
sparkle,21,699,199.5466156,474,699,4504.052182,60,699,570.1331876,0.488372093,0.458015267,0.94638736,,,,
discern,25,698,237.5912831,488,698,4637.781847,72,698,684.2628954,0.581395349,0.549618321,1.131013669,,,,
stroll,36,697,342.1830568,450,697,4277.28821,110,697,1045.55934,0.837209302,0.839694656,1.676903959,,,,
misuse,23,697,218.6169529,512,697,4866.603474,65,697,617.8305192,0.534883721,0.496183206,1.031066927,,,,
sanitise,18,697,171.0915284,515,697,4895.118729,131,697,1245.166123,0.418604651,1,1.418604651,,,,
elucidate,23,696,218.6499727,516,696,4905.364606,67,696,636.9368771,0.534883721,0.511450382,1.046334103,,,,
gun,20,696,190.1304111,434,696,4125.82992,95,696,903.1194526,0.465116279,0.72519084,1.190307119,,,,
piece,23,695,218.68304,479,695,4554.312008,85,695,808.1764523,0.534883721,0.648854962,1.183738683,,,,
brag,36,694,342.3383294,447,694,4250.700924,74,694,703.695455,0.837209302,0.564885496,1.402094799,,,,
liberate,23,692,218.7825281,447,692,4251.990873,78,692,741.9581389,0.534883721,0.595419847,1.130303568,,,,
eject,28,691,266.384436,465,691,4423.884383,77,691,732.5571989,0.651162791,0.58778626,1.23894905,,,,
litter,28,690,266.4249833,459,690,4367.466691,67,690,637.5169244,0.651162791,0.511450382,1.162613172,,,,
hatch,21,687,199.9102342,469,687,4464.661897,101,687,961.473031,0.488372093,0.770992366,1.259364459,,,,
relegate,32,685,304.7184064,480,685,4570.776096,66,685,628.4817133,0.744186047,0.503816794,1.24800284,,,,
authorise,20,685,190.449004,494,685,4704.090399,102,685,971.2899205,0.465116279,0.778625954,1.243742233,,,,
unwind,41,684,390.4803516,452,684,4304.807779,98,684,933.3432794,0.953488372,0.748091603,1.701579975,,,,
disqualify,39,684,371.4325296,486,684,4628.620753,78,684,742.8650591,0.906976744,0.595419847,1.502396592,,,,
euthanize,37,684,352.3847075,462,684,4400.046889,72,684,685.7215931,0.860465116,0.549618321,1.410083437,,,,
accentuate,25,684,238.0977754,465,684,4428.618622,78,684,742.8650591,0.581395349,0.595419847,1.176815196,,,,
envelop,23,684,219.0499533,484,684,4609.572931,79,684,752.3889702,0.534883721,0.603053435,1.137937156,,,,
dock,17,684,161.9064872,413,684,3933.375249,146,684,1390.491008,0.395348837,1.114503817,1.509852654,,,,
rectify,30,683,285.761219,471,683,4486.451138,75,683,714.4030474,0.697674419,0.572519084,1.270193503,,,,
dish,33,682,314.385689,466,682,4439.507002,82,682,781.200803,0.76744186,0.625954198,1.393396059,,,,
impart,33,682,314.385689,470,682,4477.614359,63,682,600.1908608,0.76744186,0.480916031,1.248357891,,,,
addict,19,682,181.0099422,382,682,3639.252521,53,682,504.9224702,0.441860465,0.404580153,0.846440618,,,,
chalk,17,682,161.956264,518,682,4934.902633,54,682,514.4493093,0.395348837,0.41221374,0.807562578,,,,
cluster,20,681,190.5661261,486,681,4630.756865,70,681,666.9814414,0.465116279,0.534351145,0.999467424,,,,
diet,24,679,228.7499345,440,679,4193.748799,63,679,600.468578,0.558139535,0.480916031,1.039055565,,,,
smooth,34,677,324.162695,444,677,4233.183429,74,677,705.5305714,0.790697674,0.564885496,1.355583171,,,,
emanate,27,676,257.463225,424,676,4043.126201,111,676,1058.459925,0.627906977,0.847328244,1.475235221,,,,
confide,19,676,181.177825,436,676,4157.554301,107,676,1020.317225,0.441860465,0.816793893,1.258654358,,,,
shun,21,674,200.3113928,415,674,3958.534667,92,674,877.5546733,0.488372093,0.702290076,1.190662169,,,,
protrude,36,673,343.4444074,441,673,4207.19399,81,673,772.7499166,0.837209302,0.618320611,1.455529913,,,,
inactivate,29,673,276.6635504,454,673,4331.215582,97,673,925.3918754,0.674418605,0.740458015,1.41487662,,,,
temper,26,673,248.0431831,437,673,4169.033501,81,673,772.7499166,0.604651163,0.618320611,1.222971773,,,,
poope,116,672,1106.82668,412,672,3931.143036,69,672,658.3710424,2.697674419,0.526717557,3.224391976,,,,
remedy,26,672,248.081842,479,672,4570.430859,69,672,658.3710424,0.604651163,0.526717557,1.13136872,,,,
drench,12,671,114.5171809,475,671,4532.971743,89,671,849.3357582,0.279069767,0.679389313,0.95845908,,,,
whisk,26,670,248.1593328,431,670,4113.718171,74,670,706.2996396,0.604651163,0.564885496,1.169536659,,,,
revolutionize,41,668,391.450741,430,668,4105.458991,88,668,840.1869563,0.953488372,0.671755725,1.625244097,,,,
fascinate,28,668,267.3322134,448,668,4277.315414,79,668,754.2587449,0.651162791,0.603053435,1.254216226,,,,
theme,19,668,181.4040019,452,668,4315.50573,65,668,620.5926382,0.441860465,0.496183206,0.938043671,,,,
overwork,42,665,401.1873542,487,665,4651.862893,55,665,525.3643924,0.976744186,0.419847328,1.396591514,,,,
rake,29,665,277.010316,448,665,4279.331778,60,665,573.1247917,0.674418605,0.458015267,1.132433872,,,,
entice,38,664,363.0362165,432,664,4127.148567,79,664,754.733187,0.88372093,0.603053435,1.486774365,,,,
recede,33,663,315.318026,449,663,4290.236173,73,663,697.521694,0.76744186,0.557251908,1.324693769,,,,
recite,31,663,296.2078426,433,663,4137.354705,78,663,745.2971525,0.720930233,0.595419847,1.31635008,,,,
recuperate,24,661,229.3947032,455,661,4348.941249,85,661,812.439574,0.558139535,0.648854962,1.206994497,,,,
finalise,33,660,315.4676756,432,660,4129.758662,76,660,726.5316165,0.76744186,0.580152672,1.347594532,,,,
quell,20,660,191.1925307,447,660,4273.15306,88,660,841.2471349,0.465116279,0.671755725,1.136872004,,,,
sync,17,660,162.5136511,439,660,4196.676048,94,660,898.6048941,0.395348837,0.717557252,1.112906089,,,,
pluck,16,660,152.9540245,441,660,4215.795301,68,660,650.0546042,0.372093023,0.519083969,0.891176993,,,,
wreck,44,658,420.7570938,434,658,4150.194971,69,658,659.8236244,1.023255814,0.526717557,1.549973371,,,,
wet,33,657,315.618007,415,657,3969.135542,75,657,717.3136522,0.76744186,0.572519084,1.339960944,,,,
reminisce,25,656,239.1426288,457,656,4371.527254,82,656,784.3878224,0.581395349,0.625954198,1.207349547,,,,
theorize,24,654,229.650201,468,654,4478.17892,74,654,708.0881198,0.558139535,0.564885496,1.123025031,,,,
err,20,654,191.3751675,464,654,4439.903886,68,654,650.6755695,0.465116279,0.519083969,0.984200249,,,,
backfire,19,654,181.8064091,455,654,4353.785061,73,654,698.5193614,0.441860465,0.557251908,0.999112374,,,,
overshadow,31,653,296.6789432,432,653,4134.364628,68,653,650.7796174,0.720930233,0.519083969,1.240014202,,,,
class,20,653,191.4057698,465,653,4450.184148,67,653,641.2093289,0.465116279,0.511450382,0.976566661,,,,
graze,18,653,172.2651928,472,653,4517.176168,60,653,574.2173094,0.418604651,0.458015267,0.876619918,,,,
implore,17,653,162.6949043,469,653,4488.465302,90,653,861.3259642,0.395348837,0.687022901,1.082371738,,,,
sew,28,652,268.0109866,435,652,4163.742114,79,652,756.1738551,0.651162791,0.603053435,1.254216226,,,,
transpire,30,651,287.2006729,450,651,4308.010094,75,651,718.0016823,0.697674419,0.572519084,1.270193503,,,,
hinge,30,651,287.2006729,466,651,4461.183786,55,651,526.534567,0.697674419,0.419847328,1.117521747,,,,
halve,32,650,306.396574,421,650,4031.029926,79,650,756.416542,0.744186047,0.603053435,1.347239482,,,,
stifle,24,650,229.7974305,454,650,4347.001393,64,650,612.7931479,0.558139535,0.488549618,1.046689153,,,,
traverse,31,649,296.8694068,445,649,4261.512452,69,649,660.7738408,0.720930233,0.526717557,1.24764779,,,,
traumatize,28,649,268.1401093,414,649,3964.643045,96,649,919.3375177,0.651162791,0.732824427,1.383987218,,,,
boom,28,648,268.1832829,432,648,4137.684936,73,648,699.1921304,0.651162791,0.557251908,1.208414699,,,,
abound,27,647,258.6470045,409,647,3918.023142,83,647,795.1000508,0.627906977,0.633587786,1.261494763,,,,
rave,39,646,373.6615494,421,646,4033.62852,80,646,766.4852295,0.906976744,0.610687023,1.517663767,,,,
vibrate,20,645,191.652289,425,645,4072.611141,97,645,929.5136015,0.465116279,0.740458015,1.205574294,,,,
gruelle,23,643,220.471556,411,643,3939.730849,69,643,661.4146681,0.534883721,0.526717557,1.061601278,,,,
dye,21,642,201.332799,430,642,4122.528741,56,642,536.8874639,0.488372093,0.427480916,0.915853009,,,,
blaze,33,641,316.4315511,424,641,4065.66599,73,641,699.9849463,0.76744186,0.557251908,1.324693769,,,,
conspire,30,641,287.6650464,433,641,4151.965503,81,641,776.6956254,0.697674419,0.618320611,1.315995029,,,,
sprint,27,641,258.8985418,445,641,4267.031522,73,641,699.9849463,0.627906977,0.557251908,1.185158885,,,,
tow,28,640,268.5310895,443,640,4248.545452,76,640,728.8701002,0.651162791,0.580152672,1.231315462,,,,
omit,19,639,182.2472337,458,639,4393.117529,77,639,738.5808946,0.441860465,0.58778626,1.029646725,,,,
inch,32,638,306.9928235,390,638,3741.475036,96,638,920.9784705,0.744186047,0.732824427,1.477010474,,,,
burden,25,637,239.8773564,423,637,4058.72487,85,637,815.5830117,0.581395349,0.648854962,1.230250311,,,,
blossom,28,636,268.7066267,406,636,3896.246088,76,636,729.3465583,0.651162791,0.580152672,1.231315462,,,,
sterilize,7,636,67.17665668,476,636,4568.012654,87,636,834.9098759,0.162790698,0.664122137,0.826912835,,,,
stunt,16,634,153.5970342,407,634,3907.124557,54,634,518.3899903,0.372093023,0.41221374,0.784306764,,,,
tattoo,13,634,124.7975903,393,634,3772.727152,117,634,1123.178312,0.302325581,0.893129771,1.195455352,,,,
decay,49,633,470.46826,438,633,4205.410161,57,633,547.2794045,1.139534884,0.435114504,1.574649388,,,,
smack,27,631,259.32305,431,631,4139.564242,83,631,797.1782648,0.627906977,0.633587786,1.261494763,,,,
proliferate,13,631,124.8592463,404,631,3880.241192,71,631,681.9235759,0.302325581,0.541984733,0.844310314,,,,
refute,35,630,336.215017,399,630,3832.851194,86,630,826.1283275,0.813953488,0.65648855,1.470442038,,,,
smear,28,629,269.0164904,444,629,4265.832919,74,629,710.9721531,0.651162791,0.564885496,1.216048287,,,,
airlift,25,628,240.2330696,418,628,4016.696923,54,628,518.9034302,0.581395349,0.41221374,0.993609089,,,,
